	ILC1_Bcl6_FC	CCR6-ILC3_Bcl6_FC	NK_Bcl6_FC
1700123M08Rik	0.00158694564975353	0.111103254103443	-0.00395736614597567
1700123O20Rik	0.28103188184586	-0.0197734421710107	0.251293942257131
1810006J02Rik	-0.40598747269333	-0.00198106377533557	0.141000623287988
1810011H11Rik	-0.364828541251177	-0.947305540824633	-0.307103348707499
1810011O10Rik	0.165557294010985	-0.0597393791272347	0.0619113466329541
1810013L24Rik	0.0368477101620984	0.297748741732627	-0.747741873277191
1810014B01Rik	0.317632057070555	-0.631171627648618	-0.755530108011202
1810021B22Rik	0.311770892381724	-0.00830513024897728	-0.0607774826286666
1810022K09Rik	0.167908402876187	-0.190197765013114	-0.143130321709911
1810026B05Rik	0.256038177942658	0.129828168081619	0.219442152544405
1810026J23Rik	0.421448415063032	-0.260415612915026	0.568954272471713
1810030O07Rik	0.0171403344506949	-0.342121175493191	0.716317161298765
1810032O08Rik	0.568609958090157	-0.125908122824132	-0.196138110627491
1810034E14Rik	0.214918454784764	-0.372697800916596	0.902835060547123
1810037I17Rik	-0.469372896233249	-0.382218694596714	-1.04073631057689
1810043G02Rik	-0.30014834044515	-0.490486742227842	-3.10670986198962
1810043H04Rik	-0.615180791137496	-0.535779691257941	-0.275112111542087
1810044D09Rik	-0.384033677167157	0.0258139723519048	0.0300492114756186
1810055G02Rik	0.411254251991399	-0.341919182530615	-1.34230286829427
1810058I24Rik	-0.187006449327594	-0.113925246043774	-0.520261078706621
1810062O18Rik	0.0220312392574734	-0.000154891093862535	-0.081985524994105
1810064F22Rik	0.0311739974750314	-0.00830513024897727	-0.0607774826286667
2010001E11Rik	0.00770863790411259	-0.00140512003932226	-0.0168198171447241
2010012O05Rik	-0.268652779140842	0.348994516298599	-0.940115980196934
2010015L04Rik	0.371641065227635	-0.272016030379528	1.0169351885927
2010107E04Rik	-0.529666901622502	-0.490957861999181	-0.515277339216636
2010107G23Rik	-0.202818254703448	-0.000217072022859881	-0.00363176174647021
2010109A12Rik	0.15769648635713	-0.307107106048708	-0.00629476917487706
2010109I03Rik	0.0379190805802976	-0.647295440829971	-0.00931161994810963
2010111I01Rik	0.780014217679138	-0.319436446462179	0.10382383291545
2010300C02Rik	-0.195459128712004	-0.614176607861348	0.260111971802459
2010315B03Rik	-0.958839955404864	0.0550404785725941	0.939240773108182
2010320M18Rik	-1.53418134674949	-0.745597872637955	-1.08652586608853
2200002D01Rik	-0.458041077560878	0.501940452828792	-0.0132293741190204
2210013O21Rik	0.268286201528824	-0.576274330915109	0.116432166100725
2210015D19Rik	-0.342017510181133	-0.0423196077858104	-0.810197778176861
2210016F16Rik	-0.708530666622239	-0.680841370858623	-0.407365454714602
2210016L21Rik	0.381818366515646	-0.602867843847184	0.286016372931638
2210018M11Rik	-0.35680552733393	-0.219832975561833	-0.154387721798669
2210039B01Rik	0.0314941663692693	-0.00551511281844617	0.201231861028071
2210404O09Rik	0.111847641355471	-0.842476388732687	0.171827892832984
2210408F21Rik	-0.538448496544525	-0.182170412296607	-0.0387774006920592
2210408I21Rik	0.00853232584235565	-0.433753808608703	0.442169396995401
2300009A05Rik	0.839365029862891	-0.622512205506796	-0.896650459445136
2310001H17Rik	-1.07136691005358	-0.169971939617268	0.359431989551651
2310003H01Rik	0.984627190487982	0.439980301571173	0.744424132769681
2310007L24Rik	0.516574926511415	0.0623293685052221	-0.849042310897491
2310009A05Rik	-1.44462245596393	-0.576825226507752	-0.869479650588024
2310009B15Rik	-0.00679443333347874	0.185337162911663	1.70900877563204
2310010J17Rik	-0.503316221332269	-0.16523201591641	1.77333204802859
2310011J03Rik	0.230345187552556	-0.620121233987418	0.0628555794449513
2310015A10Rik	0.25397275713946	0.151902209323462	-0.087530859521096
2310022A10Rik	-1.06883222246502	0.304663549341585	0.0561731600884976
2310022B05Rik	0.318214047226611	0.54480533437088	1.24569411266646
2310033P09Rik	0.0638150686025975	0.253409344066018	-0.0934730693058425
2310035C23Rik	0.205243373040201	-0.472480899196863	-0.184364664863811
2310036O22Rik	0.00841119555028964	-0.108346112603654	0.465533046014717
2310039H08Rik	-0.750180218308078	-0.915835574064897	1.05713689768081
2310045N01Rik	0.37907218024787	-0.183417046210467	-1.70849328621268
2310047M10Rik	-0.592720411693514	-0.0966194726006677	0.293788367916175
2310057M21Rik	0.225460899096877	0.619050822019258	1.96486655666208
2310061I04Rik	-0.18240606007197	0.88609669001856	0.192283390076647
2310061J03Rik	0.133821027677448	-0.60315453716369	-0.647049518533318
2310065F04Rik	0.311770892381724	-0.00830513024897728	-0.0607774826286666
2310067B10Rik	-0.721178559727848	0.146270452955053	-0.143743539291164
2310069B03Rik	0.364615046835191	0.805683085192051	-0.0134820619338562
2410002F23Rik	-0.531708662194369	0.600329249988019	0.504621397948853
2410004B18Rik	-0.173396250716555	-0.0238667987323127	0.420205872116847
2410004I01Rik	0.0311739974750315	-0.00830513024897702	0.219819412278025
2410004N09Rik	0.391513283268039	-0.354823266609194	-0.264368899975257
2410006H16Rik	-0.449010668310751	-0.313485637288727	-0.610683578265699
2410015M20Rik	-0.0415289250363409	-0.621145989867223	-0.515103457182407
2410016O06Rik	1.66073780526264	0.311045202546909	0.937234850569732
2410017I17Rik	-0.138730590310183	0.347519002323064	0.151120868068829
2410089E03Rik	0.201631239246763	-0.081544601567181	-0.0205843799315475
2410127L17Rik	-0.814671988693858	0.896463292117284	0.0165378726959051
2410131K14Rik	0.100231552119689	0.255528213339368	-2.33231049334998
2410137M14Rik	-0.21162207821735	0.360157862269446	-0.0587389963627983
2500004C02Rik	-0.00953505001140474	-1.05727564021559	-1.08501799917029
2510002D24Rik	-0.185170859301832	-0.465270590861399	-0.366921019869808
2510003E04Rik	-0.238355046553555	-0.990099338261179	-0.575695794517454
2510009E07Rik	-0.00988975585539669	-0.229418584242664	0.229823989478845
2510039O18Rik	-0.309873652693909	0.42268175895181	0.245990650486806
2610001J05Rik	-0.316441429559291	-0.387597884949638	-0.773743441518557
2610002J02Rik	-0.0763794420895719	-0.576688179434726	0.0440600983689319
2610002M06Rik	-0.291760253666879	0.159582114196979	-0.739604685269287
2610008E11Rik	-0.142400391198404	-0.609298841055916	-0.431537972675291
2610015P09Rik	-0.590776004713709	-0.898407134805731	0.338539214152419
2610018G03Rik	-1.45111298116349	-0.161505644937266	0.101717306721978
2610020C07Rik	0.0556473987072684	0.840115942204049	0.0838490683929412
2610020H08Rik	-0.13164024516828	0.0634710187783692	-0.190957187860056
2610034B18Rik	0.0060884558174312	0.303734515691484	1.02030875331501
2610035D17Rik	-0.835482769418289	-0.10506449094892	0.494500913658772
2610037D02Rik	0.0311739974750314	-0.290187799108145	-0.0607774826286667
2610044O15Rik8	-1.85875754368037	-1.23660218552128	-1.89067920634122
2610301B20Rik	-0.658524006525248	-0.904938134086014	-0.71888673059745
2610306M01Rik	-0.0433049051205474	0.352036325166507	-0.366021585774958
2610318N02Rik	-0.0489452165123956	-0.000302160473517036	-0.930460480421037
2610507B11Rik	-0.115674263589192	0.0503093166762944	0.154948760409304
2610507I01Rik	-0.554985031020316	-0.0230288028689548	1.6540575953661
2610524H06Rik	0.0614137048367652	-1.01931100518986	0.0183565550870991
2700029M09Rik	-0.525632997981635	-0.0809852597855507	-0.207075421046596
2700038G22Rik	0.512049395165792	0.999860084755516	-0.649328867437967
2700046G09Rik	0.50587875041749	-0.462762077507822	-0.0119995519088724
2700049A03Rik	-0.0168896993921463	0.509103355961499	-0.0273456249896144
2700060E02Rik	-1.31771817466139	-0.714413712531038	0.14171009268317
2700062C07Rik	-0.319695514170113	-0.122896129934053	-0.247976052747526
2700070H01Rik	0.311446782114641	-0.0050152663678313	-0.0607774826286667
2700081O15Rik	-0.181828242602738	-0.357305715363261	0.483051037066884
2700086A05Rik	0.961190439877396	1.02468631189414	-0.0361158218664696
2700089E24Rik	-0.607521904518265	-0.577139743034122	-0.96719427382053
2700094K13Rik	-0.729516083172151	-0.932674670214771	0.416703523573213
2700097O09Rik	-0.817824427597333	-0.139206688808808	1.26182482301971
2700099C18Rik	-0.306318078009867	0.256158813740709	1.23842122009626
2810001G20Rik	-0.265234868293318	-0.579617279941411	-1.01117710839401
2810002D19Rik	-0.344853804324989	-0.218277935025696	-0.65037074613158
2810004N23Rik	-2.96499065670466	-0.467887734496932	-0.807049089873922
2810006K23Rik	-0.407858717112651	-0.667192422923271	1.01985085090695
2810008D09Rik	0.581318587131466	0.706343490224022	-0.359698002195068
2810013P06Rik	-0.480089823684407	-0.276197820872299	-0.591504038125943
2810021J22Rik	-0.114288172630011	0.557851304969532	-1.3270034398235
2810025M15Rik	-0.131639163908146	-0.392344362205927	-0.287428719990612
2810029C07Rik	-0.105100614148992	0.466743899854752	-0.750130365287503
2810403A07Rik	0.582108853661419	0.378885369194145	1.20938454892826
2810403D21Rik	1.04058802650592	-0.218572055703057	0.84634323123192
2810408I11Rik	-0.554736605933017	0.101816898607196	-0.00220799707501843
2810408M09Rik	0.278166105409855	-0.575061099195614	-0.766361870537587
2810417H13Rik	-0.173616237462637	0.55069424632109	-0.497350754123406
2810428I15Rik	0.207419194723666	-0.781532652560796	-1.10855139902522
2810429I04Rik	0.0311739974750314	0.273505241278125	-0.0607774826286667
2810454H06Rik	0.0778093095600498	-0.8103864027814	-0.0173933462871891
2810459M11Rik	0.0425737259441909	0.142935090912987	1.16179676459867
2810474O19Rik	0.290650449081738	0.26328782626145	0.0112066003905274
2900005J15Rik	-0.227159956729697	-0.000192885508508307	-0.0032502793293806
2900008C10Rik	-1.18734032251549	-0.271364696639441	3.82762201458336
2900026A02Rik	-0.0502030660168051	0.262889263978548	0.719281233213573
2900052N01Rik	0.00192887176293979	0.362537861381482	-0.00472992702121836
2900055J20Rik	-0.896584525305341	0.0703074231601197	1.01876873596777
2900056M20Rik	-0.240971453981393	-1.04213253807932	-0.381941273537171
2900060B14Rik	0.344572386167171	0.0706225651892879	-0.0393808806996659
2900079G21Rik	-0.467683835618953	-0.00652288766944884	-0.0607774826286671
2900097C17Rik	0.59085278591363	0.345494056199263	0.457808119780333
3000002C10Rik	-0.194745407110832	0.203931783717793	-0.0750884997509851
3010026O09Rik	-0.590376868982828	-0.526347035362796	-0.290870370430078
3110001I22Rik	-0.298723093206224	0.490480527231839	-0.159933575732019
3110002H16Rik	-0.155071677744564	-0.74255757883854	-1.07164883112772
3110009E18Rik	-0.212233883760233	0.0879519002189301	0.460570297770269
3110021N24Rik	0.00336684904793301	-0.000525046214084028	-0.00803432526938388
3110035E14Rik	0.00104425060754619	0.0488772874225221	-0.948227098420984
3110040N11Rik	-0.810036051437227	-0.561966786851451	-0.625397512299184
3110043O21Rik	1.80353705400563	1.31364693867352	1.55214503507128
3110052M02Rik	0.455154003399239	0.0298261325275821	-0.989035804859652
3110056K07Rik	0.710707244078176	-0.0438975071890501	-0.850594220298544
3110057O12Rik	-0.369419870357545	-0.35069612181001	-0.71828985676452
3110062M04Rik	-1.25408207069335	-0.421102358210579	-0.0226591061358458
3110082I17Rik	0.415496243630729	-0.238929782858157	-1.94469364050286
3200001D21Rik	-0.340596684552515	-8.62354307768365e-05	-0.00150016573053268
3300002I08Rik	0.000960890635765613	-0.000140177548325711	-0.00239943298676744
3830406C13Rik	-0.118835534412146	-0.382169483623655	-0.224059507804979
4430402I18Rik	0.0704476527852009	-0.000225972410734219	-0.00377075208434621
4632415L05Rik	-0.123964466821652	-0.505165809590224	-0.44824395615172
4632427E13Rik	0.00332556957719528	0.309469245128761	-0.00815748620300323
4632428N05Rik	-0.657345348983792	-0.222183904585991	0.118555479912798
4632434I11Rik	0.0252176232946439	0.544714386440392	-0.568712873124098
4732456N10Rik	0.328122083198176	-0.0004165249728429	-0.982901023771586
4732471J01Rik	0.00128184057396588	0.170214716722079	-0.282108707932042
4732490B19Rik	0.0255705478781151	-0.0021867216109097	-0.0561473112225087
4831440E17Rik	-0.504866373314895	0.251136192198351	0.25828414231093
4833411C07Rik	0.0311739974750315	-0.00830513024897726	-0.0607774826286668
4833412C05Rik	0.842730929000783	0.508564547870883	-0.0966848723566065
4833418N02Rik	0.596469491185584	-0.430549755520421	1.11192477161836
4833419F23Rik	0.0859846181939823	-0.0201791100606438	-0.625822830287466
4833420G17Rik	0.862604731699036	0.134293746047933	0.549442342829484
4833439L19Rik	0.0515473591818484	0.785726083889656	0.539944706596161
4921507L20Rik	-0.265367496714309	-0.000177959494937393	-0.00301207135269192
4921507P07Rik	-0.359741290991214	0.266669960247815	-0.549504336417021
4921517D22Rik	-0.163621206952728	-0.165785610548982	-0.254984397326974
4921524J17Rik	-0.791876104412808	-0.244249771323348	-0.490017164123432
4921531C22Rik	0.598968138815667	0.109703668698492	0.664094914259219
4921533I20Rik	0.291110996055829	-0.00712938296209708	-0.0607774826286667
4922502H24Rik	0.0311739974750315	-0.0083051302489772	0.219819412278025
4930402H24Rik	0.683476128710386	-0.237432568200495	0.781080816971964
4930404I05Rik	-1.10282836357915	-0.206128153278654	0.913854846538216
4930404N11Rik	-0.575662009623332	-0.538666925552146	-0.014577719071807
4930405D11Rik	0.00236599779442676	-0.923682259826554	-0.00575420504433355
4930412O13Rik	0.000955199724866599	0.188304470193412	0.0559418437306041
4930413G21Rik	0.275308640587308	0.357647640613752	-0.318126978478645
4930414L22Rik	0.120024952143216	-0.572644767998592	0.40007798403886
4930425O10Rik	0.0311739974750314	0.273505241278125	-0.0607774826286668
4930426D05Rik	0.00293900368817817	-0.000452606762723137	-0.965416176644759
4930427A07Rik	-0.146649925857112	0.0593384218433471	0.528372810670966
4930429B21Rik	0.00244905266446607	0.328813163176562	-0.00594692488281659
4930429D17Rik	0.0279299975759949	-0.190055027377116	0.362948703476851
4930430F08Rik	-1.26480365430567	-0.8294542709903	0.000703957339093791
4930431P03Rik	0.212624087926258	0.119019320797248	-0.485996800189301
4930432J09Rik	0.9344385825666	-0.000682575178959767	-0.00998961134456268
4930432K21Rik	-0.250132909446141	0.314064409051834	-0.593443459532094
4930434J06Rik	0.326118565572446	-0.000432628792292751	0.0438799776043461
4930435E12Rik	0.0311739974750314	-0.290187799108145	-0.0607774826286667
4930440C22Rik	1.2083129729407	-0.241457410309919	-0.625187977864966
4930448K20Rik	0.000194353454024167	0.0547510948538319	0.162534844382213
4930449E18Rik	0.432930825802546	-0.00176537749100294	-0.0421118549071637
4930451G09Rik	0.710976704598887	-0.250401916332816	-0.0068610670201216
4930452N14Rik	0.0871821608467594	-0.0647045289600869	-0.144629422936995
4930453N24Rik	-0.266409381184479	-0.263248552258354	-1.84597475201038
4930455C13Rik	-1.29555728567755	-0.0011557504977946	-1.36856213045953
4930463O16Rik	0.0231760931433556	0.157056148988468	-0.0525457264021023
4930469G21Rik	0.0311739974750314	-0.225669643309421	-0.341374377535359
4930473A02Rik	0.00157097168245666	-0.0498449777581281	-0.00389406795385414
4930478L05Rik	-0.353045973663581	-0.79044329057049	1.36890638026042
4930481A15Rik	0.478583433064894	0.0486117375635914	-0.902894369769267
4930483O08Rik	0.0311739974750316	-0.00830513024897721	-0.0607774826286665
4930486L24Rik	-0.413435967046497	0.421219881995586	0.128927252756566
4930488L21Rik	0.311770892381724	-0.00830513024897728	-0.0607774826286666
4930503E24Rik	1.15149927930272	-0.00418765645038086	0.0242179266102712
4930503L19Rik	-0.02322697542128	0.0525387700962381	0.305939482669243
4930506C21Rik	0.177459922017741	0.169762612625219	0.232568688641572
4930506M07Rik	0.234642082117083	-0.108073897567734	-0.640142729711864
4930507D05Rik	0.467915541482324	0.178885964020869	-0.0122060989460499
4930513N10Rik	-0.576686550125671	-0.0777905967280437	0.410317637230702
4930520O04Rik	-0.713866073417923	0.0349176768011263	-0.0464030929737312
4930523C07Rik	-0.0931656078765443	0.707422405279549	0.748556653075791
4930525D18Rik	-0.297311138196571	-0.000179695772504564	-0.00303989134436731
4930525G20Rik	0.429363548960348	0.924006895468807	-1.08657502978159
4930526I15Rik	0.458711721887724	-0.0845336037725358	0.364740994198308
4930529C04Rik	-0.00201582999220801	-0.250237939630956	0.274277957073082
4930539E08Rik	0.659496617493517	-0.0354233329647658	-0.920202486122794
4930539J05Rik	-0.0189129480277013	1.1884975730191	-0.673591129217457
4930550C14Rik	-0.316448868407109	0.133817573677625	0.797351768419223
4930556J02Rik	0.0311739974750316	-0.00830513024897723	-0.0607774826286666
4930556M19Rik	-0.193642559368687	-0.497196585963447	-0.316333334362795
4930558G05Rik	-0.249422897431661	-0.00830513024897724	-0.0607774826286668
4930562F07Rik	0.674446180108372	0.30856603967903	0.716576434006946
4930577N17Rik	0.546637610754131	0.607140949710915	0.500568536963186
4930578E11Rik	0.0311739974750316	-0.00830513024897723	-0.0607774826286666
4930579G18Rik	-0.0681780586071521	-0.756458862032466	2.08804976012052
4930579G24Rik	-0.526566295017891	-0.797848307140541	-1.81344257298931
4930581F22Rik	-0.449298359652608	0.703803060742925	-0.245272309682534
4930591A17Rik	0.012286843363898	-0.147287391671778	-0.319406926557088
4930594C11Rik	-0.311470438783099	0.098928799147281	-0.0879643421893683
4930596I21Rik	0.242488737396215	0.252586506916961	0.339901875954832
4931403E22Rik	0.788405826849411	0.322813686751303	-0.00345445651912501
4931403G20Rik	0.00192261755949802	0.446035705342995	-0.00471514509514334
4931406C07Rik	-0.0317253786955189	-1.00487934323671	1.84354858565567
4931406H21Rik	0.275502900027227	-0.093387466200081	-0.48871157121682
4931406P16Rik	0.0610760338484735	0.971268716389313	0.122422212044632
4931408D14Rik	0.410340961424465	-0.195396912554221	0.0963234089692085
4931414P19Rik	-0.0429775194168625	0.342843395890631	0.0640559168746881
4931428F04Rik	0.0196297210807015	-0.678610219618662	-0.00375469466381194
4931430N09Rik	-0.462775408675799	-0.00669762636465998	-0.0607774826286669
4931431C16Rik	0.00139732025671392	-0.590304662087651	-0.00346083310785048
4931440F15Rik	-0.0294003906079324	0.347411924390608	0.107780608516313
4931440P22Rik	0.4644890882889	0.807046858187449	-0.213413806819883
4932416H05Rik	0.00721081300231251	0.218734266067432	-0.114351098001484
4932435O22Rik	-0.249422897431661	-0.00830513024897728	-0.0607774826286666
4932438A13Rik	0.60358980313832	0.830401477366944	0.291414723036037
4932438H23Rik	-0.0437800033778648	0.491199806068173	-1.14900287610968
4933404O12Rik	-0.228132450431982	0.48283789183353	-1.00455723971987
4933406C10Rik	-0.549053643054602	-0.000125962346333848	-0.00216529085573879
4933407K13Rik	-0.114444856893449	-0.417774758795025	-0.0143149496982181
4933408J17Rik	-0.204234528220274	0.458981874911024	-0.0052862640348391
4933409K07Rik	-0.203326226375101	0.186145570044223	-0.058455255403212
4933411K20Rik	-0.260466066835558	-0.593896771278549	0.0670129494598946
4933412E12Rik	0.251780505901639	-0.446470574371994	-0.0970151898215883
4933413J09Rik	0.603368140191441	0.0457225581428685	0.0871878332845478
4933416M07Rik	-0.0968858518411781	0.0305556964665919	1.58341041315308
4933421O10Rik	0.480163886915104	0.0423148644849149	-0.536581978180573
4933426M11Rik	0.300160293871465	0.773795086462572	-0.236085389990368
4933427D14Rik	-0.448828291361513	-0.266943613125756	0.845412055630507
4933427E11Rik	-0.200044120433875	0.436230306766291	-0.00357979477156267
4933429O19Rik	0.0311739974750314	-0.00830513024897735	0.219819412278025
4933431E20Rik	-0.90575089364545	-1.10215492674515	-0.69772292246566
4933432G23Rik	-0.330226011469744	0.117906228943396	-1.2965839813316
4933433G15Rik	0.00180080868085071	0.263391377633087	-0.00442653606755961
4933433G19Rik	-0.00972564812684161	0.368462101901698	0.79397210709619
4933434E20Rik	-0.0170148807872672	-0.928603782114969	0.125248815455052
4933439C10Rik	-1.13861125070777	-0.510418645454435	0.264747232110102
4933439K11Rik	0.00221927749232912	-0.000334863022725963	-0.00541238356060522
