	ILC1_Bcl6_FC	CCR6-ILC3_Bcl6_FC	NK_Bcl6_FC
Acot7	-0.480164989131279	-0.292920519126603	-0.568619424219556
Acot8	0.635900528669299	0.19470272296769	-0.0812928593252299
Acot9	0.329502564669593	0.162879162984819	-0.286176299284849
Acox1	0.0727080625299382	0.474732840787963	-0.283503165553243
Acox3	0.33574420019526	0.057770112991876	0.629452163762258
Acoxl	0.625426719175066	-0.144278200886975	0.973457321141923
Acp1	0.401157856946654	-0.61941446877366	-0.499725686041068
Acp2	-0.362210495079171	-0.52914920510284	-1.21238629991108
Acp5	-0.361597146169007	4.34968550295127	-0.400311891948847
Acp6	-0.424387268535781	0.0551414326542698	0.422092973239217
Acpp	-0.0447253442209186	0.185540363184497	0.194831504243623
Acrbp	0.386624626104008	-1.03767507634931	1.05850392546954
Acsbg1	-0.135358884982502	-0.389924764894128	0.483681503445546
Acsf2	-0.398235933596345	0.270480889161936	0.251918832019846
Acsf3	0.168431819826954	0.240376079458997	1.71347584921511
Acsl1	0.148006544477893	0.207622950592471	-0.299995621184255
Acsl3	0.165386506317711	1.30597467712885	-0.47866836285739
Acsl4	0.499231254943943	0.154850565972308	0.611734440056167
Acsl5	0.16023442891563	0.289146692945458	0.141776487193573
Acsm1	0.00179118537987691	-0.000267114603857933	0.976332871049031
Acsm3	-0.213564300589127	0.0659550993420316	-0.270645940639309
Acss1	-0.0758078415751378	0.182009485106671	-0.829111264053365
Acss2	-0.383130461263125	-0.0105846061531954	0.357978971834276
Acta1	-0.0572626537899934	-0.624253263489369	-0.125233674943076
Acta2	0.0159631358233515	0.113188579717163	2.53072469700625
Actb	-0.154436377669367	-0.482688653388127	-0.0807548670229977
Actc1	0.422728879886445	-0.0627623446549862	-0.899435918008778
Actg1	0.454938133737716	0.422528036280913	0.243600436153387
Actg2	-0.555726656954843	0.0405679799037929	-0.612519233407518
Actl11	0.215988765519716	-0.000144872185901303	-0.289296371824455
Actl6a	0.391629625952252	-0.15119060488903	0.0800341515992411
Actn1	-0.0585889123288608	-1.15039686895055	-1.03291349564752
Actn2	0.464703081320147	-0.111709058088461	-3.80014885095708
Actn3	0.540719238100498	-0.0411330348419002	-0.045138619282001
Actn4	0.171286719957434	-0.0290670593807783	-0.0931227937888918
Actr10	-0.167666759658619	-0.696281457603845	-0.959319063342924
Actr1a	0.211761257617444	-0.15449012306967	0.109182175740378
Actr1b	0.100966256487309	-0.0579745492699045	0.419726778071028
Actr2	-0.125063475900696	-0.205321910152708	-0.0853102020312026
Actr3	-0.354806239752716	-0.366716132369825	-0.251904209701265
Actr3b	-0.756889703237252	-0.374746706000476	-1.04388516509426
Actr5	0.33676787960833	0.0781324583473822	0.122371045521664
Actr6	0.0880164393872899	-0.640821862434559	0.629861829737189
Actr8	-0.771659025111202	-0.458798530501364	0.0540851802349425
Actrt3	-0.213385880602001	0.28391181418389	0.486704328589328
Acvr1	-0.428885561546794	0.193882061839665	2.29504151939855
Acvr1b	0.286955750032306	-0.356751025332086	0.838804656674773
Acvr2a	0.393527273998971	0.44288575162793	1.28776593938772
Acy1	-0.212060647595243	0.123240906120878	1.22015696477962
Acyp1	-0.336874808369834	-0.74599668649517	0.289239464356505
Acyp2	0.00703282098477608	-0.313353190687605	0.299172484318394
Ada	-0.0443834678709632	0.147798061713801	-0.515397477231441
Adal	0.302368987507364	-0.401701564134056	-0.596540522570584
Adam10	0.0729142580891855	-0.210908087339564	0.0936983074415189
Adam12	0.390910159438062	0.325423657504697	1.79082962457603
Adam15	0.701331235078849	0.498706542930026	0.113851648538807
Adam17	-0.00261896478939778	-0.0465821884183834	-0.383495875860297
Adam19	0.113728938089681	-0.201030923530414	0.0947130891103942
Adam1a	-0.253158164411229	-0.371008301947678	-0.217241857012509
Adam21	0.00171755704615264	-0.000255626218704248	-0.986343314601663
Adam22	0.0419999709211716	0.0906991930317763	0.479600772525247
Adam33	0.419739466674554	-0.000575374739687577	-0.301937839463513
Adam8	-0.528128737883307	-0.426400172842015	0.0769921894157983
Adam9	0.612105357739923	1.96806324839135	0.266628815952335
Adamdec1	1.00649267564665	0.572016023140434	3.23251778340276
Adamts1	0.0334219010297049	0.425203886673413	1.15751798282916
Adamts10	-0.545208552468037	0.00386287853112168	-0.257688552954025
Adamts12	0.665243205458341	0.0084263819262202	-0.918872183401611
Adamts14	-0.229879718724293	0.125422525621031	0.26683686036235
Adamts15	-0.0384041677999242	-0.525723880302656	-0.346156999862019
Adamts17	0.178982554487072	0.118637044803008	0.605471222068995
Adamts18	0.0026148064175106	-0.221670666692467	0.751724468015923
Adamts19	0.00168848531045621	-0.000247163379076826	-0.234477961292079
Adamts2	-0.723767622876875	0.197878440968481	1.11580518131157
Adamts20	0.00816425466587967	0.538429292219631	1.42013848967042
Adamts6	0.0728032915776239	0.478333889337474	0.0928866617125279
Adamts7	-0.187661214857803	0.159750958403913	-0.0238249852749674
Adamts9	-0.0673047301596047	0.364456798012172	-0.318189614841478
Adamtsl2	0.00286349675881459	-0.000423292762189666	1.02493957957911
Adamtsl4	-2.26095831160536	-0.20402863870355	1.47565000850019
Adap1	1.0011579462982	0.285983132129258	-0.0207268888311333
Adar	0.383574351055275	0.376513057548288	-0.774866332964676
Adarb1	0.535108930963786	0.473551101745386	-0.794130375194062
Adat1	0.261328745997401	-0.0753195589066157	0.319559532014645
Adat2	0.664672223731189	-0.0523872956138386	-0.195000689434174
Adat3	-0.253395140816873	-0.503228225602504	-0.0288121957363383
Adc	-0.683580473715062	0.148524182263669	1.42168450106081
Adck1	-0.988159623566082	-0.936089158732384	0.836388507233461
Adck2	-0.276435471056748	0.103437691812813	0.278275589850142
Adck3	0.350156885322541	1.21098312229929	1.09051816874575
Adck4	-1.14620614760285	-0.365708138712949	-1.80769270256236
Adck5	-0.137800301671885	-0.490543490342356	-1.34881343725268
Adcy1	-0.17783520821011	0.292656900647824	-0.486197253623158
Adcy2	0.637421352854388	-0.00041409067440183	-1.1316867342625
Adcy3	-0.111482946591213	1.10666834149597	-0.216379960269215
Adcy4	-0.212455357336295	0.457369377886194	0.0218003215943383
Adcy5	1.31669573651237	-0.00418473534987905	0.259908315434739
Adcy6	-1.0774671894899	0.0954276898386801	1.37403192862086
Adcy7	-0.0675620737360708	-0.186209616102103	-0.567219329310905
Adcy9	-0.436729382325603	0.0136207052699167	0.0213312948114768
Add1	-0.299790579580777	-0.19172584210965	-0.131890215565981
Add3	0.307413935821464	-0.498182082874081	0.221304191522931
Adh1	0.272626197943056	-0.0825318183809792	0.885954940070644
Adh4	-0.398497053916984	0.423172050253011	-0.00344860309310946
Adh5	-0.51715108859496	-0.822199274514018	-0.814439604838685
Adi1	-0.780893466770478	-0.639095559426774	-0.519400404838873
Adipor1	0.4572705025686	0.297271970347336	0.448492750764183
Adipor2	-0.168119956700242	0.0781532967479059	-0.303109154776742
Adk	0.318688265286149	-0.330727172686809	1.46971224308844
Adm	0.146899721551506	-1.01325647185303	0.683727961250013
Adnp	0.972626163776439	0.692281215378017	0.229846004053032
Adnp2	0.408249600674185	-0.857520256670866	0.340399978680548
Ado	1.05498734348731	0.712858573429495	0.290868451476321
Adora2a	0.35321682438962	0.715144066768122	0.170597513322408
Adora2b	-0.0149883143280389	-0.000330118363326874	-0.847234975130546
Adpgk	0.0613394950688768	0.473841739110223	0.596056601076068
Adprh	-0.0495612646115399	0.0575572307097407	-0.350592674583073
Adprhl2	0.233529602053765	-0.208744616448476	-0.559888753735605
Adprm	0.299461033184824	-0.357307786105697	-0.52942568136268
Adra1a	0.0311739974750316	-0.00830513024897721	-0.0607774826286665
Adra1b	0.00298630025638076	0.239042531562987	-0.723125908800327
Adra2a	1.28612091235982	0.621359936663295	-1.15222302443378
Adra2b	0.53130701842752	0.310711488045074	0.352378691363201
Adra2c	0.0777454599612268	0.705967603573033	-0.0248026875459105
Adrb2	-0.424548605791688	-0.532691474559677	0.0457708164368403
Adrbk1	-0.246121079639796	-0.0319866431231671	-0.149328248108501
Adrbk2	0.132363922587975	0.281140380364023	-0.320514536693973
Adrm1	0.248546618870154	0.0865227343718465	0.389243975072279
Adsl	-0.626513243148222	-0.551170154602264	0.404373213042809
Adss	0.221321980686423	0.347469579910036	-0.37766737812
Adssl1	0.0584137268840094	-0.232545624489369	-0.80433331143807
Aebp1	-1.21210386175254	-0.25648986051833	0.78785277869123
Aebp2	0.695604337082198	0.915396725448731	0.526244741452764
Aen	0.301062266168251	-0.476185276756053	3.6053982924203
Aes	-0.0406663030169485	-0.24761375911674	0.310075737230887
Afap1	-1.20592609074033	0.435200616802626	0.0935335455810085
Afap1l1	-0.152558906891991	0.0681068114385584	-1.0089738258548
Afap1l2	1.06115308355677	-0.0249521360483004	-0.773455977505522
Aff1	1.1269452450469	1.60439331829311	0.423585178384893
Aff2	1.20452755433733	-0.945725183649409	-0.0211204577458884
Aff3	-0.212582116777366	-0.0210441497900493	-0.200960512194493
Aff4	0.481879239472596	1.13819640342085	0.600856712681351
Afg3l1	-0.0146779459805134	-0.0549638899213053	-0.48489652687923
Afg3l2	-0.269404491848248	-0.452966149748987	-0.39460209834336
Afmid	0.150335275623595	0.0246088325842838	-1.38004652613142
Aftph	0.0651178938067898	-0.263634814858887	-0.0801861401417778
Aga	-0.103280102558985	0.0827923206709141	1.44699117518835
Agap1	-0.317190422415309	0.124597622728621	-0.107525063855254
Agap2	-0.593311724649228	-0.315124616455282	-0.0847127881011414
Agap3	-0.238457067015667	-0.233033724504086	-0.387159740493645
Agbl3	0.0588070219765508	-0.482928536208136	1.3819411390541
Agbl5	0.309998577808831	-0.200536645356742	-0.0120201303105792
Ager	0.188278551717062	0.230631294525508	-0.618519976380884
Agfg1	-0.293671384782083	0.272055794098237	0.305167327729502
Agfg2	-0.768977172329212	-0.902359690957777	-0.472620941156937
Aggf1	0.257517864040616	0.10022186429274	0.586266705850411
Agk	-0.204107540941379	-0.663764001981728	-0.172151817160744
Agl	0.551554237106534	0.821547438634937	0.415106085987954
Agmat	0.0311739974750316	-0.00830513024897723	-0.0607774826286666
Ago1	-0.128392161047268	0.0148001457864462	0.615279986823125
Ago2	0.235288817567286	1.04225569274953	0.888166746288512
Ago3	0.496885566175993	-0.20803540179656	0.486566913851791
Ago4	-0.000574623338144174	0.370376619149741	0.864656550541273
Agpat1	0.0302770128301485	-0.285054935981391	0.413761477668487
Agpat2	-0.92435428660467	-0.362736555023986	-0.178097949883749
Agpat3	0.107436512039722	-0.220767788547022	-0.358637275925839
Agpat4	0.0160336693355666	-0.137300065683499	-0.660070975407919
Agpat5	0.215973092960115	-0.128853322768853	0.453663267862876
Agpat6	-0.0795435265945879	0.261187792459619	0.343064366807998
Agpat9	1.08185122713972	0.705698989463089	-2.33720111981385
Agps	-0.666373484675643	-0.0426664222840495	-0.462687937710405
Agrn	-0.0258983070771625	0.0306697876854145	0.884984431972204
Agtpbp1	-0.158529274515395	-0.33161995931395	0.360341441789615
Agtrap	-0.214149168054753	-0.610664529309739	-0.151029879632376
Ahctf1	0.612119631270968	0.645295896331101	0.331842452419185
Ahcy	-2.82286208957709	-0.449146704570937	-0.151218685715591
Ahcyl1	0.0415920294871314	-0.113690100775814	-0.00288259073318942
Ahcyl2	0.101249809942996	0.0446662320118661	0.310467489558259
Ahdc1	0.798300863656016	-0.520673491303641	0.977642656840539
Ahi1	-0.7304875121306	0.366639539447311	-0.228510897918216
Ahnak	-0.0874894912529515	0.373738046452145	0.141445238056805
Ahr	-0.718301362136556	-0.383692916396472	-0.133057481120346
Ahrr	-0.499377829354019	0.269460826628716	-0.424285848934612
Ahsa1	-0.669275216764629	-0.8703305703956	-0.221798393851721
Ahsa2	0.290288712448382	0.218871021833477	-0.329910264722165
Aida	-0.372139262186667	0.0534994430282256	0.592143660429436
Aif1	-0.10030125624378	-0.284659088883712	1.39055762644532
Aif1l	0.222503331269132	-0.00207698430801944	1.51480225576971
Aifm1	-0.446445182408956	-0.0272244907650709	-0.0769747685712698
Aifm2	-0.03255795145159	-0.244534375297855	-2.91245662079912
Aig1	-0.68972885267554	0.337588215372104	0.514731940162844
Aim1	0.16920353433066	0.887158294130156	0.23778866507482
Aim1l	-0.87293611757857	-0.0190551987708577	-0.826224899803494
Aim2	0.199943286615274	-0.173479227757311	-0.000978189963229581
Aimp1	-0.701389988715056	-0.569441194054521	-0.541434581302373
Aimp2	-0.592377586144797	-0.988811472129717	-0.289853985658756
Aip	-0.227195215927386	-0.515722079960595	-0.555926623436582
Ajuba	-0.451245107940958	0.0904894209777202	-0.640705582056082
Ak1	-0.918481918873332	0.588010683800066	-0.443024163446414
Ak2	-0.277186792700135	-0.560455970690196	0.241251929458115
Ak3	-0.497119171440261	-0.238948116389459	0.185385986652594
Ak5	-0.237976643286785	-0.114323667651148	-1.37765502579342
Ak6	0.416643768408843	-0.491992892127442	0.820277909548296
Ak7	0.0156098526435443	-0.327623598797059	-0.0357824545716826
Ak8	0.195020191101356	-0.426280373366752	-0.338768746810661
Akap10	0.319637251340705	0.0312990298417042	0.532804974136747
Akap11	0.220322020995688	1.12359083737207	-0.355301515777947
Akap12	0.662219076948368	1.21589343046726	1.07196212056697
Akap13	0.560380052323408	0.63216361859558	0.693836279702412
Akap17b	-0.54502908626486	0.29723323403814	-0.183796951889738
Akap2	-0.0260745571209315	1.15741289703968	-0.0144044062699614
Akap6	0.5972579652077	0.239016520287713	-0.0441585685645715
Akap7	-0.130643615061349	0.110795141607332	0.278877141001308
Akap8	0.0704217985943362	-0.360094140273269	-0.28586142927034
Akap8l	-0.0502124180634908	-0.41036797464088	-0.520482419627428
Akap9	-0.744433117236932	0.215467803480051	-0.319700915166016
Akip1	-0.280935059796359	-0.749987393729836	-0.702833802756199
Akirin1	0.154842044658955	0.2794860473481	0.81886897066915
Akirin2	0.667625944258418	0.72497181573676	0.480158436429312
Akna	-0.00655625868806658	0.0300905563714125	0.114441012352721
Aknad1	-0.249422897431661	-0.00830513024897728	-0.0607774826286666
Akr1a1	-0.194455605992543	-0.319690687791438	-0.134901566961471
Akr1b10	-0.119278405197792	-0.61583779791285	-0.615198340301788
Akr1b7	0.00123328514140943	0.497670217859588	-0.0354915812996603
Akr1c12	0.327493650311888	-0.29517890307549	0.364906090658786
Akr1c13	-0.506301153618605	-1.11354517000423	-1.06591870968322
Akr1e1	-0.181006666356133	-1.06911054501826	0.0873752835646208
Akr7a5	-0.63017519664569	-0.8051718651562	0.0256825385072322
Akt1	0.0199092905196548	0.235556427507055	-0.108987815508183
Akt1s1	0.177744167558448	0.33291122738237	-0.975361297235416
Akt2	-0.0667163009504269	0.0244182121732557	-0.293734575252208
Akt3	0.0256567808426231	0.110128890774397	-1.13314062670147
Aktip	0.42193402546665	-0.392155754205007	0.35564038900324
Alad	-1.19584058913704	-1.00364945239874	-0.417606511312386
Alas1	-0.175053297478224	0.21729350103203	-1.35149820067507
Alas2	0.952480608449296	-0.706680645575648	0.767963546835003
Alb	0.332739444983639	0.0625276543587902	-0.52376338464171
Alcam	0.180496673998127	-0.595918762031015	2.03865496480316
Aldh16a1	-0.872652233585156	-0.457917684538945	-1.55526529949819
Aldh18a1	0.10030740926412	0.229662353911682	-0.0457957503145865
Aldh1a1	0.264886607845831	0.2403043077003	0.360691293800452
Aldh1a2	0.380046306946108	0.128622548730121	0.39097421578212
Aldh1a3	1.94071838809897	2.26887234438158	0.328462075735396
Aldh1b1	-0.334889705572837	-0.454668301436756	-0.604254403500549
Aldh1l1	0.00745969699068006	-0.0505206495080236	-0.965981953024891
Aldh2	0.471576282159682	0.36406016087543	0.587741918872828
Aldh3a2	-0.312213954186031	0.157132979196868	0.322242927408326
Aldh3b1	-0.647776951765566	-0.637692570304234	-1.19641308971944
Aldh4a1	-0.430060954748594	0.255067972574151	-0.762569299162823
Aldh5a1	1.31144978531778	-0.620080466618305	1.12626774141778
Aldh6a1	-0.172918146443011	0.236813738623487	0.0726224047659789
Aldh7a1	-0.533892996816382	-0.177822340139164	-0.415788821845366
Aldh8a1	0.00252396046961055	0.129465155377361	-0.0733534350712073
Aldh9a1	-0.242969038580243	-0.176410309113765	0.0924278568214206
Aldoa	-0.0802557066854749	-0.125170477921756	0.260907711120572
Aldoart1	-0.787540038102338	-0.377318667451488	-0.660256050878931
Aldoart2	-0.225924524786499	-1.51885838571081	-2.19549638045004
Aldoc	-1.32089281033264	-0.785316218217749	-0.763074704056831
Alg1	-0.227869231986697	-0.353149117836208	0.39710639763828
Alg10b	0.216824278463119	0.495758391468728	0.956209719154795
Alg11	0.628580018861925	0.456377800425612	-0.00372139951653326
Alg12	-0.343305455145605	0.797539931806577	0.417321274577331
Alg13	-0.166581851625827	0.891777233448499	-0.385816849222438
Alg14	-0.0573936828976254	-0.237998880455218	1.03139483231838
Alg2	0.157479335531878	-0.0423958487218399	1.81937338106588
Alg3	0.428758904038514	0.406202177498146	1.01368311700685
Alg5	-0.439699205117983	-0.158039656350805	-0.853670290528482
Alg6	-0.431944932233626	0.269350967241051	0.59229538608776
Alg8	-1.5068236686964	0.0391710136127903	-0.643062397851681
Alg9	-0.842738639145329	-0.133677429513575	0.361227106460281
Alkbh1	0.510953732012949	0.635808404211925	-0.0989782638449942
Alkbh2	-0.641710057562501	-0.405651870194663	-1.21353073904475
Alkbh3	-0.178527855066992	-0.0986912105605705	-0.457727803360956
Alkbh4	-0.210791363144269	0.187484419182061	0.165833187343022
Alkbh5	0.123811957859963	0.762477286553813	-0.0663623762946114
Alkbh6	0.194292344727605	-0.124400424613417	-0.288974631209197
Alkbh7	-0.54244414031993	-0.42278950040439	-2.08994061749012
Alkbh8	-1.15141674625333	-0.659141899272765	0.185062316721224
Alms1	0.636235532652124	0.754389177889902	0.216997469025463
Alox12	0.00155758342845584	-0.000229368636988658	-1.09265690416345
Alox15	0.874700953608795	0.271990886348046	-1.36165705888751
Alox5	-0.167699279514868	-0.0743145027408476	-0.329847390162194
Alox5ap	-0.747896900374122	0.410695739084933	-0.391045062999268
Alpk1	0.494500499252589	0.978243529869244	0.497891023560946
Alpk2	0.039907363152068	0.320742198089356	-1.20326746790206
Alpk3	0.673732693637037	-0.202630759207622	0.628788913326528
Als2	0.852497583196406	-0.261767651881784	-0.423732555547915
Als2cl	0.553788290200341	-0.452534825125562	0.682046289307887
Alx1	0.0321615345467812	-0.00413532514491319	0.482971776262857
Alyref	-0.171363082186709	-0.407551291429875	-0.147367992454261
Alyref2	0.683749083383139	0.46284697027564	0.39182785884544
Amacr	0.723750926599495	-0.25054233084808	-1.41373663309843
Ambra1	0.338186007178934	0.27012071352545	-0.444806396372979
Amdhd2	-1.8552638420465	-1.76041543451581	-0.850479105135433
Amer1	-0.600868528759105	0.754383184105604	0.0953226673007955
Amfr	0.407975619696189	0.19343863593797	-0.14694394190776
Amh	0.696652030449065	-0.0104884928950396	0.500601630178301
Amica1	-0.59796096850918	-0.717418868504799	0.518804835402145
Amigo1	-0.182787087334783	-0.585481533143002	-0.577856100646185
Amigo2	0.974679810212668	0.841219367392274	1.70346477431871
Amigo3	-0.534700509049755	0.64529841486251	0.221651279847714
Ammecr1	-1.62378927251353	-0.0189925118669654	-0.697435739774833
Ammecr1l	0.770074641526444	0.438790814231772	0.321181618357313
Amn	-0.592209932775721	0.492114777981751	-0.00633782977668066
Amn1	-1.04074882406579	-0.825943260373563	-0.0934720248185312
Amot	-0.123310821162954	-0.340772146988827	0.762977941255821
Amotl2	0.48663576852717	0.667514111514398	-0.902025267522245
Ampd1	0.0311739974750315	0.264764548678	-0.0607774826286669
Ampd2	1.02069842214637	-0.210844067189201	-1.00667303014204
Amph	0.155226633947474	-0.0205216455823487	0.314356892497362
Amt	-0.279647070893589	0.326220480569031	1.02034757858627
Amy1	-0.124604615274356	0.542631872725768	-0.475321881440705
Amz1	0.130905970114295	0.0886576003547858	1.01756594143748
Amz2	0.366579451653112	0.601526686869692	0.903312927592022
Anapc1	0.470699428733928	0.231973451678725	-0.336214012471973
Anapc10	-1.39002068622252	-1.18766839841901	0.0912469912562645
Anapc11	0.428534545703225	-0.848854416091165	-0.240038812547897
Anapc13	-0.330509522618933	-0.43514270782564	-1.46871794627781
Anapc15	0.426443992703685	-0.398930866371737	-0.00046251660574074
Anapc16	0.488563808095087	-0.710536220091806	0.0880266663876698
Anapc2	0.337711951799018	0.270114140683176	0.436293786035724
Anapc4	-0.193881766946807	-0.0546988405086143	-0.766427306413892
Anapc5	0.0253740973749417	-0.027688612436157	0.472191032919601
Anapc7	0.478909036996929	-0.0754605453261635	-0.361636206666655
Ang	-0.821687390668034	-0.24153194846392	-2.22337842281656
Ang4	0.35105101107267	-0.308873393602116	-0.503209314592997
Angel1	-0.440415415608727	-0.0418193665694922	-0.331569213779072
Angel2	-0.148336378129329	0.46557645800417	-0.562517264824515
Angpt1	-0.216598448262902	0.593976334836232	-0.543112655478251
Angptl1	-0.00691234049305736	0.124896405575346	1.04180890832437
Angptl3	0.0311739974750315	-0.00587969144184112	0.456065586806051
Angptl4	-0.0701845089764475	-0.0186351306343296	-0.354928316131068
Angptl6	0.00273591387721204	0.546565292858021	-0.00674278343046267
Ank	0.418825219699086	0.299533863723562	-0.925044552168551
Ank1	-0.180517805000242	-0.0322630159567468	-0.238016603511973
Ank2	0.610624085324186	0.335469466974684	0.299250204580331
Ankef1	-0.0731739692981893	0.167273418291183	-0.609865181159933
Ankfy1	-0.0540708560908022	-0.0740419114317495	-0.316451362036317
Ankhd1	0.00265943075273622	-0.154298224832413	0.329866067967947
Ankib1	-0.0308273613348432	0.918171539768352	-0.306101454989675
Ankle1	0.312432746035585	-0.183605284462867	0.0316744031875095
Ankle2	0.671009182340916	0.0793759375297464	-0.897037853998221
Ankmy2	0.264113014382585	-0.907874216068208	0.291511546219437
Ankra2	0.164590440068912	-0.378051542829158	-0.119907494993234
Ankrd10	0.142795764956446	-0.282994771354874	-0.308953611177963
Ankrd11	0.525308873605845	0.761712321797361	0.723123399344352
Ankrd12	0.525083860442836	0.523178300864837	0.292410696903854
Ankrd13a	0.0501213814493907	0.339280261709608	0.0815286952681907
Ankrd13b	1.10744074486635	-0.324295726852295	-0.558900631172039
Ankrd13c	0.245568655865329	1.14718963226907	0.470372367831751
Ankrd13d	0.0627540261660133	-0.272694285968941	-2.57244916998372
Ankrd16	0.450778151536208	0.168185493871245	-0.327159380058586
Ankrd17	0.408408117316183	0.195262679720846	-0.20249579558551
Ankrd23	-0.774239522298491	-0.846597493840321	-1.24636012393876
Ankrd24	-1.09888984146152	-0.178024061054542	1.18197227235778
Ankrd26	-0.55194843666808	-0.493289947437172	-0.666296721574057
Ankrd27	-0.420116796659171	-0.545854381876642	-1.2262876575444
Ankrd28	-0.388891219359847	0.265660749154276	0.169089325777562
Ankrd32	-0.585301349346854	-0.807570064409825	0.593610674904753
Ankrd33b	1.00487294027431	1.95553486866806	0.78303367212479
Ankrd35	1.25953386178526	-0.143999201391254	0.530611759384021
Ankrd37	-0.939562500955295	-0.600973905785388	-0.941526131116199
Ankrd39	0.009610400931697	-0.222225383434736	-1.18396499597453
Ankrd40	-0.141889600802411	-0.012618248314563	-0.394216353293316
Ankrd44	0.504111461006121	0.690742170678498	0.35128314763553
Ankrd45	0.0311739974750314	-0.00830513024897727	-0.0607774826286667
Ankrd46	-0.618422375814693	-1.20816580953391	0.450934119393256
Ankrd49	-0.603009393226875	-0.170580566569635	-0.644769294832277
Ankrd50	0.698662800414213	0.37858438772525	-0.838081602976274
Ankrd52	0.454405241891611	0.922964871592202	0.875732167712302
Ankrd54	-0.802279383198855	-0.636980751805424	-0.79766626144077
Ankrd55	0.596723021662391	-0.00175236578486591	-0.0416289634563597
Ankrd6	-0.118603799808943	0.088230729138081	-0.27557189487772
Ankrd61	0.00142972484198687	0.0932870004510275	-0.772511421207918
Ankrd63	-0.120475919161907	0.352600939703616	-0.0041605989421365
Ankrd9	-1.54966014889887	-0.729880748697356	-0.871891757615998
Anks1	0.158055201673986	0.216499650533932	0.199148324169458
Anks3	-1.34264060394366	-0.468823328204598	1.06494833349792
Anks6	0.461538517811663	-0.63489789635831	-0.726030231623495
Ankzf1	0.0423741180791666	-0.524364064000433	-0.0773249633093342
Anln	-0.0954428884461577	0.652180210072091	0.0842096240547097
Ano10	-0.0332908236641789	-0.0620776760401664	-0.541857392287795
Ano4	0.931072816134602	0.526473528848538	-1.99198120974513
Ano6	0.173386048219922	0.556960379595136	0.296175113503073
Ano7	0.492552859606665	-0.000163392563572887	-0.00277751921836465
Ano8	-0.427653234024918	-0.354406032800271	0.287085939620055
Anp32a	-0.254916720653053	-0.134170508280695	-0.207389070207149
Anp32b	-0.315779001336623	-0.313041224869647	0.226306712849567
Anp32e	-0.0636588373678549	0.0356535080075966	-0.250243969499277
Anpep	0.0561856195446768	0.330198399435327	0.263817571448936
Antxr2	0.256326260467601	0.403196517756982	1.10213223836534
Anxa1	-0.246111768551789	-0.634179871907626	-0.311276658952757
Anxa11	0.360051979607085	0.32634811866008	0.6970212310524
Anxa2	-0.545849163119263	-0.315529513062099	0.103275956556963
Anxa4	-0.0250039266748876	-0.756159348933104	-0.830515747943327
Anxa5	-0.0417594590253337	0.0415523578866409	0.28974630573891
Anxa6	-0.16810426499189	-0.130271754850696	0.2381266851986
Anxa7	-0.406168862384811	-0.682058295401228	0.0216457555471989
Aoah	0.617724382270233	0.113220128010962	0.441105793579708
Aoc2	0.0739723010556639	0.432240325279282	-0.790998917523284
Aox2	-0.280826405872075	-0.00017212524591911	-0.713173551179608
Ap1ar	0.130495686537528	-0.383986930234877	-0.030965840022893
Ap1b1	-0.327626611636542	0.140421477005798	-0.49680711743305
Ap1g1	0.514637148624735	0.563837920868279	-0.404095404171579
Ap1g2	-0.12563419777428	0.090912874801218	-0.529870766266383
Ap1m1	-0.171817255932862	-0.206717338399995	0.0860788051993746
Ap1m2	-0.311335240969111	-0.0196392637452506	-1.44089586950199
Ap1s1	-0.127044148741445	-0.514128666877926	-0.371903022450751
Ap1s2	0.297639586300009	-0.0219442392380119	0.513395275986138
Ap1s3	0.272875880096285	-1.0234106612105	-0.286916135190044
Ap2a1	-0.41349527806308	-0.396928549123931	-0.233128405248487
Ap2a2	-0.120796264943024	-0.204885230022625	-0.00107878943092593
Ap2b1	0.279168935503193	0.0387829681278465	0.397287814430164
Ap2m1	-0.579486028981924	-0.446665537853842	-0.551555331125227
Ap2s1	-1.02741412557352	-0.274303166224976	-0.651734058175957
Ap3b1	-0.365393301206238	-0.318283851165749	-0.333539482143756
Ap3b2	0.000823028708231114	-0.166954044441894	-0.424347474337661
Ap3d1	0.0478573211868785	0.128730787651452	-0.0321377987057717
Ap3m1	-0.914953795230739	-0.148552787185026	0.0195909392420897
Ap3m2	-0.0271987963454245	-0.701599887383743	-0.884827066331734
Ap3s1	-0.212394419166517	-0.427468924900609	0.313078135218805
Ap3s2	-1.52136862330687	-0.140259275705492	0.13535981634076
Ap4b1	-0.554307810031509	0.0695440561618034	-0.152419867835839
Ap4e1	-0.442964177550754	-0.52088487604847	0.00152313313627945
Ap4m1	-0.656684618428822	-0.343157830086708	0.248986314830479
Ap4s1	-1.32869761165502	-0.777401800663249	0.149306837921084
Ap5b1	-0.303656845099964	-0.024490737654923	-0.463311811202578
Ap5m1	-0.20127935909264	0.00862779205650109	-0.123907770103987
Ap5s1	-0.232376093692583	0.470054432501167	0.330907488090634
Ap5z1	-1.00277919631965	3.78660743295798e-05	0.0747060468769372
Apaf1	0.881188454051217	0.921409323704532	1.54397827452799
Apba3	0.184453155787657	-0.979134468655512	-0.810820378191877
Apbb1	-0.424126478507169	-0.00408679652875784	0.516818882614683
Apbb1ip	0.324631173593603	0.273506673992723	0.129682977596097
Apbb3	0.477440498579114	-0.00857538618667274	-0.191724583960304
Apc	0.16624217761183	0.81198361714239	-0.430497018642448
